Word,Article,Count
didretir,1,1
didrun,1,1
didst,97,150
didstnot,1,1
didstthou,1,1
didtalk,1,1
didthan,1,1
didthey,2,2
didwhen,1,1
didwould,1,1
die,274,602
dieand,1,1
diebi,1,1
dieda,1,1
diedand,1,1
diedbi,1,1
diedholili,1,1
diedst,1,1
diedthre,1,1
diedwith,1,1
diedyour,1,1
diefor,3,3
dielet,1,1
dieon,1,1
dierath,1,1
diesin,1,1
diesnot,1,1
dieso,1,1
diest,13,15
diet,18,18
dietedin,1,1
dieter,1,1
diethan,1,1
dietil,1,1
dieu,6,10
diewel,1,1
diewith,1,1
differ,43,48
differencebetween,1,1
differencebetwixt,1,1
differencei,1,1
differencethat,1,1
differentwith,1,1
difficil,1,1
difficult,1,1
difficulti,3,3
difficultiesand,1,1
diffid,2,2
diffus,1,1
dig,10,12
digest,17,17
digestth,2,2
digg,7,7
dighton,1,3
dignifi,8,8
digniti,36,41
dignitiesupon,1,1
dignitya,2,2
dignityi,1,1
dignitythat,1,1
digress,6,6
digt,1,1
dilasciviousandiandtakesprawl,1,1
dilat,2,2
dilatori,2,2
dildo,1,1
dilig,14,14
diligenceh,1,1
diligencethat,1,1
diluculosurger,1,1
dim,16,16
dimens,4,4
diminish,1,1
diminishon,1,1
diminut,4,4
diminutionof,1,1
diminutivea,1,1
dimm,4,4
dimpl,4,4
din,20,21
dine,24,27
diner,1,1
dinexpress,1,1
ding,2,3
dinner,38,57
dinnerhav,1,1
dinnerworth,1,1
dinneryour,1,1
dint,2,2
dinto,3,3
diom,12,33
diomed,2,2
diomedes,1,1
diomedewith,1,1
diomedin,1,1
diomedyou,1,1
dion,3,3
dionyza,3,6
dip,5,6
dire,21,25
direct,68,85
directedhow,1,1
directionlet,1,1
directitud,1,2
directlyhow,1,1
directlyset,1,1
directlytheir,1,1
directlyto,1,1
direst,2,2
dirg,2,2
dirt,9,9
dirti,7,7
dirtto,1,1
dirttroubl,1,1
dis,3,3
disabl,4,4
disadvantag,2,2
disagre,1,1
disallow,1,1
disanim,1,1
disannul,1,1
disappoint,1,1
disarm,2,2
disast,4,4
disastersgrow,1,1
disastr,1,1
disbench,1,1
disbranchfrom,1,1
disburden,1,1
disburs,2,2
discandi,2,2
discard,6,6
discas,2,2
discern,9,9
discernerdurst,1,1
discernfor,1,1
discerningsar,1,1
discerningthin,1,1
discharg,33,37
dischargedagainst,1,1
dischargewhat,1,1
discipl,1,1
disciplin,12,21
disciplinewer,1,1
disclaim,7,7
disclos,9,9
disclosewil,1,1
discolour,4,4
discomfit,3,3
discomfitreign,1,1
discomfitur,1,1
discomfort,7,8
disconsol,1,1
discont,28,28
discontentdaunt,1,1
discontentmad,1,1
discontentsi,1,1
discontentto,1,1
discontinu,2,2
discord,17,18
discours,43,49
discourseand,1,1
discoursefustian,1,1
discoursei,1,1
discourseth,1,1
discoursethat,1,1
discourseto,2,2
discoursewith,1,1
discourtesyto,1,1
discov,40,40
discover,1,1
discoveredthus,1,1
discoveredtwo,1,1
discoveri,11,11
discoverth,2,2
discoverwhat,1,1
discoveryerr,1,1
discoveryof,1,1
discredit,6,6
discreet,6,6
discreetman,1,1
discreetstori,1,1
discret,20,23
discretionb,1,1
discretionof,1,1
discretionthat,1,1
discuss,3,4
disdain,41,46
disdaineth,1,1
disdainsthe,1,1
diseas,34,50
diseasehith,1,1
diseaseour,1,1
diseasesa,1,1
diseasesar,1,1
diseasesof,1,1
disedg,1,1
disembark,1,1
disembarksom,1,1
disfigur,6,6
disfurnish,3,3
disgorgethi,1,1
disgrac,44,49
disgraceand,2,2
disgracebespok,1,1
disgraceneglect,1,1
disgraceshal,1,1
disgracewith,1,1
disgraci,2,2
disguis,23,28
disguiseand,1,1
disguisefollow,1,1
disguisethat,1,1
dish,30,38
dishabit,1,1
dishclout,2,2
dishearten,2,2
dishof,1,1
dishonest,7,9
dishonesti,2,2
dishonour,51,68
dishonourmangl,1,1
dishonourthan,2,2
dishpoor,1,1
disinherit,3,6
disjoin,2,3
disjoinsremors,1,1
disjoint,2,2
disjunct,1,1
dislik,15,16
dislikenth,1,1
dislikeof,1,1
dislimn,1,1
disloc,1,1
dislodg,1,1
disloy,10,12
disloyalti,1,1
dism,1,1
dismal,19,20
dismantl,2,2
dismantleso,1,1
dismask,1,1
dismay,13,13
dismayi,1,1
dismemb,3,3
dismiss,26,32
dismissioni,1,1
dismount,4,4
disnatur,1,1
disobedi,10,10
disobey,3,3
disobeynor,1,1
disorb,1,1
disord,15,18
disordersdeserv,1,1
disparag,3,3
dispark,1,1
dispatch,62,75
dispatchhi,1,1
dispatchthi,1,1
dispatchthos,1,1
dispatchwith,1,1
dispatchyou,1,1
dispens,7,8
dispers,16,19
dispersedth,1,1
dispit,1,1
displac,4,4
displant,2,2
display,9,10
displeas,11,11
displeasedthat,1,1
displeaseh,1,1
displeasur,26,27
displeasurefor,1,1
displeasureto,1,1
displeasurewhich,1,1
dispong,1,1
disport,3,3
dispos,44,45
disposedand,1,1
disposeder,1,1
disposefor,1,1
disposeof,1,1
disposeto,1,1
disposewithout,1,1
disposit,31,34
dispositionattend,1,1
dispositionof,1,1
dispositionwith,1,1
dispossess,5,6
disprais,13,14
disproport,4,4
disprov,5,5
disprovest,1,1
disput,10,10
disputest,1,1
disquant,1,1
disquiet,4,4
disrelish,1,1
disrob,3,3
disseat,1,1
dissembl,23,25
dissens,6,9
dissenti,3,3
dissev,2,2
dissipationof,1,1
dissolut,4,5
dissolv,10,10
dissolveand,1,1
dissuad,3,3
distaff,4,4
distaffinto,1,1
distain,2,2
distanc,8,8
distancefrom,1,1
distancehi,1,1
distant,4,4
distast,4,5
distemp,14,15
distemperatur,5,5
distempersprinkl,1,1
distil,12,12
distilledalmost,1,1
distinct,12,13
distinctionof,1,1
distingu,1,1
distinguish,6,6
distinguishbetwixt,1,1
distract,25,29
distractedand,1,1
distractionar,1,1
distrain,2,2
distraught,2,2
distress,26,28
distressa,1,1
distresslevi,1,1
distribut,4,5
distrust,5,6
distrustgovern,1,1
disturb,19,20
disturbancesthat,1,1
disturbersar,1,1
disunit,1,1
disvaluedin,1,1
disvouch,1,1
dit,3,5
ditch,8,8
ditcher,1,1
dite,1,2
ditti,4,5
dive,10,10
diver,14,14
diverdid,1,1
divers,2,2
divert,2,3
divest,2,2
divid,31,35
dividedbetween,1,1
dividedbi,1,1
dividedin,1,1
dividein,1,1
divideour,1,1
divideth,3,3
divin,49,58
divineand,1,1
divinebehold,1,1
divinei,1,1
divinenessno,1,1
divinest,2,2
divinethan,1,1
divinethat,1,1
divineto,1,1
divis,22,23
divisionadmit,1,1
divorc,21,23
divorcedso,1,1
divorceit,1,1
divulg,3,3
dizi,1,1
dizzi,3,3
dking,1,1
dlest,1,1
dmake,1,1
dmatter,1,1
dmi,5,5
dmine,2,2
dmore,3,3
dmost,1,1
dno,1,1
dnow,1,1
do,561,3328
doa,2,2
doall,2,2
doalway,1,1
doani,1,1
doanyth,1,1
doassur,1,1
dobbin,1,1
dobecom,1,1
dobeliev,1,1
dobut,5,5
dock,4,4
docom,1,1
doctor,15,35
doctrin,6,6
document,1,1
dode,1,1
dodgeand,1,1
doe,151,261
doer,4,4
doesbecom,1,1
doesdeserv,1,1
doeseven,1,1
doest,2,2
doeswear,1,1
doeswith,1,1
doeveryth,1,1
doexcel,1,1
dof,12,13
doff,6,6
dofor,1,1
dog,110,170
dogand,1,1
dogberri,1,1
dogfish,1,1
dogg,3,3
dogshal,1,1
dogsmost,1,1
dogswhat,1,1
dogthan,1,1
dogthat,1,1
dohelen,1,1
doi,4,4
doigt,1,5
doimplor,1,1
doin,2,2
doingwer,1,1
doit,10,10
doitof,1,1
dolabella,2,8
dole,11,11
dolefulmatt,1,1
doll,5,18
dollar,2,2
dolor,1,1
dolour,9,9
doloursfor,1,1
dolphin,7,7
dolt,2,2
dombledon,1,1
dome,1,1
domest,9,9
domi,1,1
domin,9,9
dominion,7,7
domitius,3,6
don,16,22
dona,2,2
donalbain,4,6
donalbainto,1,1
donalmost,1,1
donand,1,2
donanoint,1,1
donarts,1,1
donat,5,5
donbi,2,4
donboy,1,1
donbut,1,2
donc,1,1
doncallest,1,1
doncast,1,2
donchirrah,1,1
doncome,1,1
dondefin,1,1
dondost,1,1
done,297,596
donea,4,4
doneand,2,2
doneat,1,1
donebi,1,1
donehath,1,1
donehi,1,1
donein,1,1
donelik,1,1
donenot,1,1
donesinc,1,1
donesom,1,1
donethan,2,2
donethat,1,1
donethi,1,1
doneto,4,4
doneupon,1,1
donfetch,1,1
donfor,2,2
dong,2,3
dongentlemen,1,1
dongreen,1,1
donha,1,1
donholla,1,1
donhow,2,3
doni,3,20
donimpossibl,1,1
donin,1,1
donis,1,2
donit,1,1
donjohn,1,1
donmen,1,1
donmi,1,1
donmost,1,1
donn,3,3
donner,1,1
donnerai,1,1
donno,1,1
donnow,1,1
dono,2,2
donof,1,1
donot,2,2
donoth,3,3
donow,1,1
donpardon,1,1
donpeac,1,1
donshall,1,1
donsing,1,1
donsir,1,2
donsirrah,1,1
donsome,1,1
donsweet,3,6
dontake,1,1
dontell,1,1
donthat,1,1
donthe,2,7
donthis,1,1
donthou,1,2
dontrue,1,1
donuntil,1,1
donvillain,1,1
donwarbl,1,1
donwe,2,2
donwhat,3,3
donwhi,1,2
doo,2,2
doom,37,48
doomforethought,1,1
doommi,1,1
doomsday,7,7
door,88,128
doorkeep,1,1
doornail,1,1
doorsand,1,1
doorto,1,1
doorwhich,1,1
doorwhilst,1,1
doportend,1,1
doprotest,1,1
dopurpos,1,1
dorca,1,1
doreus,1,1
doricl,1,3
doriclesdo,1,1
dormous,1,1
dorothi,2,3
dorset,7,15
dose,2,2
doso,1,1
dost,188,367
dosta,1,1
dosthear,1,1
dostil,1,1
dostthou,3,3
dostthyself,1,1
dosweat,1,1
dotag,8,10
dotant,1,1
dotard,4,4
dote,30,37
dotein,1,1
doter,1,1
doteth,1,1
doteupon,1,1
doth,315,753
dothan,3,3
dothat,2,2
dothdeath,1,1
dothem,1,1
dothenrich,1,1
dothi,1,1
dothit,1,1
dothnot,1,1
dothoften,1,1
dothou,1,1
dothth,1,1
dothwhich,1,1
doto,4,4
dotrebl,1,1
doubl,65,83
doubleboth,1,1
doublenessof,1,1
doubler,1,1
doublet,18,18
doubletwil,1,1
doublewer,1,1
doublewith,1,1
doubli,4,5
doublyin,1,1
doubt,144,198
doubtbut,1,1
doubtedi,1,1
doubtfind,1,1
doubth,1,1
doubti,1,1
doubtin,1,1
doubtless,6,6
doubtlessse,1,1
doubtlesswith,1,1
doubtmi,1,1
doubtnot,2,2
doubtpres,1,1
doubtprevail,1,1
doubtshow,1,1
doubtth,1,1
doubtto,1,1
doubtwheth,1,1
doubtwould,1,1
doubtyou,1,1
dough,2,2
doughti,1,1
dougla,15,30
dour,3,3
dout,7,7
dove,30,32
dover,6,13
dovesthat,1,1
dow,2,2
dowag,2,2
dowagerand,1,1
dowagerlong,1,1
dowagerof,1,1
dowdi,1,1
dowe,1,1
dower,10,15
doweri,1,1
dowerless,2,2
dowerremain,1,1
dowershal,1,1
dowhat,1,1
dowhen,1,1
dowho,1,1
dowil,1,1
dowith,4,4
dowl,1,1
dowla,1,2
down,283,511
downafter,1,1
downand,7,7
downbefor,1,1
downbut,1,1
downfal,6,6
downfor,1,1
downhang,1,1
downher,1,1
downhi,1,1
downi,4,4
downin,1,1
downinto,1,1
downmor,1,1
downon,1,1
downour,1,1
downperforc,1,1
downrepriev,1,1
downright,11,11
downsom,1,1
downstair,1,1
downsteepl,1,1
downth,6,6
downthat,1,1
downtheir,1,1
downthi,1,1
downto,2,2
downward,4,4
downwher,2,2
downwith,3,3
dowri,17,22
doxi,1,1
doyou,8,8
dozen,26,30
drab,8,8
drachm,1,1
drachma,2,2
draff,1,1
drag,9,10
dragg,2,2
dragon,17,18
dragonedit,1,1
dragonish,1,1
drain,4,4
drainth,1,1
drainupon,1,1
drake,1,1
dram,15,15
drank,2,2
draught,9,9
draughtsand,1,1
drave,3,3
draw,137,206
drawa,1,1
drawbia,1,1
drawbridg,1,1
drawer,5,7
drawest,1,1
draweth,1,1
drawethfrom,1,1
drawn,55,67
drawndo,1,1
drawnfox,1,1
drawnher,1,1
drawnin,1,1
drawnth,1,1
drawntouch,1,1
drawnupon,1,1
drawsit,1,1
drawsmi,1,1
drawth,3,3
drawwhat,1,1
drawwhen,1,1
drayman,1,1
draymen,1,1
dread,89,119
dreadth,1,1
dream,90,174
dreamaffright,1,1
dreamer,4,4
dreamsand,1,1
dreamso,1,1
dreamspossess,1,1
dreamsthat,2,2
dreamt,11,11
dreamwa,1,1
dreamwho,1,1
dreari,1,1
dreg,5,6
drench,9,9
drenchhi,1,1
dress,27,28
dresser,1,1
dressi,1,1
dressth,1,1
drest,2,2
drew,22,26
drewa,1,1
dreward,1,1
dri,57,71
dribbl,1,1
driedneat,1,1
drier,2,2
drift,14,15
drifthalt,1,1
driftthan,1,1
drink,100,176
drinkcould,1,1
drinkmay,1,1
drinkth,1,1
drinkwat,1,1
drinkyou,1,1
drise,1,1
drive,37,40
driveat,1,1
drivel,1,1
driven,11,12
drivento,1,1
driveso,1,1
drivest,1,1
driveth,2,2
drizzl,3,3
droit,1,1
drolleri,2,2
drone,5,5
dronefrom,1,1
droop,19,19
droopeth,1,1
drop,87,107
dropout,1,1
dropp,12,13
dropper,1,1
droppeth,1,1
dropsar,1,1
dropsfrom,1,1
dropsi,3,3
dropsthat,2,2
dropto,1,1
dross,3,3
drought,1,1
drouth,1,1
drove,5,5
droven,1,1
droveth,1,1
drovier,1,1
drown,54,88
drowncat,1,1
drownedherself,1,1
drowningth,1,1
drownk,1,1
drowntheir,1,1
drows,1,1
drowsi,18,18
drowsili,1,1
drowz,1,1
drudg,6,6
drudgeri,1,1
drug,12,14
drugg,1,1
drum,42,56
drumand,1,1
drummer,1,1
drumsar,1,1
drumscut,1,1
drumsdemur,1,1
drumtil,1,1
drunk,39,53
drunkard,12,15
drunkardsdo,1,1
drunken,17,21
drunkenmonst,1,1
drunkwherein,1,1
drunkwith,1,1
drybeat,1,1
drychees,1,1
dryhous,1,1
dryness,1,1
drywith,1,1
dshall,2,2
dshe,1,1
dshould,1,1
dshow,1,1
dsnow,1,1
dso,1,1
dsole,1,1
dsome,2,2
dst,22,23
dsuch,1,1
dsyria,1,1
dthan,4,4
dthat,5,5
dthe,26,30
dtheir,2,2
dthese,2,2
dthi,1,1
dthou,1,1
dthoupetitionerssowher,1,1
dto,24,26
dtoo,1,1
du,2,2
dub,4,4
dubb,3,3
ducat,20,44
ducatsar,1,1
ducatsto,1,1
ducatswil,1,1
duchess,14,20
duchessand,1,1
duchessbi,1,1
duchi,1,2
duchyof,1,1
duck,12,12
dudgeon,1,1
due,52,70
duellist,1,2
duello,2,2
duemeet,1,1
duer,1,1
duff,1,1
dug,6,8
duke,135,453
dukeabout,1,1
dukeavouch,1,1
dukecam,1,1
dukedar,1,1
dukedeceiv,1,1
dukedom,14,27
dukedomin,1,1
dukedomsand,1,1
dukehath,1,1
dukein,1,1
dukeinst,1,1
dukesaid,1,1
dukesgloucest,1,1
dukeshal,1,1
dukethey,1,1
dukewhich,1,1
dukewil,1,1
dukeyet,1,1
dul,3,3
dulcet,4,4
duli,7,7
dull,66,75
dullard,2,2
dullass,1,1
dullel,1,1
duller,4,4
dullest,3,3
dulli,1,1
dullnessmi,1,1
dullthat,1,1
dulzura,1,1
dumain,4,10
dumb,36,40
dumbl,2,2
dumbman,1,1
dumbshow,1,1
dump,5,7
dun,3,5
duncan,10,13
duncanhath,1,1
duncanund,1,1
duncanwa,1,1
dunder,1,1
dung,1,1
dungeon,7,7
dunghil,9,10
dungi,2,2
dunk,1,1
dunnest,1,1
dunsinan,6,9
dunstabl,1,1
dunto,3,3
dup,2,2
dupon,2,2
dupp,1,1
duranc,5,6
dure,11,11
durst,40,44
duski,5,6
dust,40,49
dustand,3,3
dustgiv,1,1
dusti,2,2
dustshould,1,1
dutchman,3,3
duteous,8,9
duti,95,151
dutiesar,2,2
dutyg,1,1
dutyi,2,2
dutyto,3,3
dwarf,4,4
dwarfish,5,5
dwas,1,1
dwell,40,48
dwellest,1,2
dwellin,2,2
dwellsten,1,1
dwelt,2,2
dwhat,1,1
dwhen,1,1
dwhere,1,1
dwherebi,1,1
dwhilst,1,1
dwhom,2,2
dwindl,2,2
dwith,36,40
dwithout,1,1
dwould,2,2
dy,6,6
dye,4,4
dyedeven,1,1
dyeingscarlet,1,1
dyou,1,1
dyour,8,9
e,99,122
each,130,193
eachprescrib,1,1
eachsid,1,1
eachth,1,1
eager,11,11
eagl,29,32
eaglesar,1,1
eaglestoop,1,1
eagletir,1,1
ealedoth,1,1
ean,3,3
eanl,1,1
ear,200,298
eara,3,3
earand,2,2
earbut,1,1
eardevour,1,1
eardistinguish,1,1
earfor,1,1
earfrom,1,1
eari,1,1
earin,1,1
earl,52,92
earland,1,1
earldom,4,5
earli,34,44
earlier,2,2
earliest,1,1
earliestlet,1,1
earlof,2,2
earlthat,1,1
earmuch,1,1
earn,10,11
earnedthem,1,1
earnest,39,44
earnestinvit,1,1
earnestto,1,1
earnnot,1,1
earof,2,2
earopen,1,1
earprofess,1,1
earsand,1,1
earsfor,1,1
earsmust,1,1
earsshould,1,1
earssuch,1,1
earsthat,1,1
earsto,1,1
earswith,1,1
earth,181,298
earthand,1,1
earthat,2,2
earthcan,1,1
earthdo,1,1
earthen,1,1
eartherein,1,1
earthfor,1,1
earthhav,1,1
earthi,9,10
earthin,1,1
earthlet,1,1
earthlier,1,1
earthmight,1,1
earthof,1,1
earthquak,5,5
earthrotten,1,1
earths,1,1
earthshak,2,2
earthshal,1,1
earthshould,1,1
earththi,1,1
earththre,1,1
earthto,1,1
earthwa,2,2
earthwhen,1,1
earthwhich,1,1
earthwith,2,2
earto,1,1
earwith,3,3
eas,46,55
easedwith,1,1
easemight,1,1
easemust,1,1
easewhil,1,1
easi,49,52
easier,6,6
easierswallow,1,1
easiest,1,1
easili,23,25
easiliest,1,1
easilyand,1,1
easilyunti,1,1
easinessto,1,1
east,29,33
eastand,1,1
eastcheap,5,8
easter,1,1
eastern,5,6
eaststand,1,1
eastuntil,1,1
eastward,1,1
easya,1,1
easyfals,1,1
easyfor,1,1
easyth,1,1
easyto,1,1
easywhen,1,1
eat,87,138
eatand,1,1
eatblackberri,1,1
eate,3,3
eaten,19,19
eatenh,1,1
eater,5,5
eatit,1,1
eatshi,1,1
eatth,1,1
eatup,1,1
eatwith,1,1
eatyour,1,1
eaux,1,1
eav,3,3
eb,1,1
ebb,16,18
ebbhereditari,1,1
ebbing,1,1
ebon,2,2
eboni,2,3
ebrew,1,1
ecc,1,1
ech,1,1
echapp,1,1
echo,12,12
eclips,6,8
eclipseof,1,1
ecoli,1,1
ecoutez,2,3
ecstasi,8,9
ecstasiesshal,1,1
ecstasyi,1,1
ecstasymay,1,1
ecus,1,2
ed,1,1
eden,1,1
edg,37,37
edgar,8,11
edgeand,1,1
edgedmor,1,1
edgei,1,1
edgeless,1,2
edgeo,1,1
edgewith,1,1
edict,9,10
edifi,6,6
edific,2,2
edmund,16,46
edmunda,1,1
edmundsburi,2,2
educ,8,9
edward,47,172
edwardb,1,1
ee,1,1
eel,5,7
eelswhen,1,1
eet,1,1
effect,64,77
effecta,1,1
effectand,1,1
effecthold,1,1
effectless,2,2
effectof,1,1
effectsbianca,1,1
effectsinc,1,1
effectsof,1,1
effectsso,1,1
effectsthat,1,1
effectsyou,1,1
effectth,1,1
effectu,5,5
effectwhatev,1,1
effectyour,1,1
effemin,5,5
effeminateand,1,1
effus,5,5
eftest,1,1
eftsoon,1,1
egal,2,2
eget,1,1
egeus,2,5
egg,14,19
eggsto,1,1
eggwhich,1,1
eglamour,4,10
eglamourthan,1,1
eglantin,2,2
ego,1,1
egregi,2,2
egregious,1,1
egypt,21,43
egyptb,1,1
egyptcannot,1,1
egyptian,12,13
egyptiansand,1,1
egyptianthat,1,1
egyptmight,1,1
eight,20,26
eighteen,4,5
eighth,3,3
eighti,1,1
eightor,1,1
eightshil,2,2
eisel,1,1
either,119,135
eitherdeliv,1,1
eitherearl,1,1
eitherfor,1,1
eitherhad,1,1
eitheri,1,1
eithermak,1,1
eitheryou,1,1
eject,1,1
eke,3,3
elbe,1,2
elbow,15,28
eld,4,4
elder,34,38
eldest,18,22
eldestson,1,1
eleanor,5,12
elect,19,26
election,1,1
electionhath,1,1
electioni,1,1
eleg,1,1
elegi,1,1
element,23,24
elementin,2,2
elementsb,1,1
elementsforgot,1,1
elementsi,1,1
elementsof,1,1
elementsso,1,1
eleph,3,4
elephant,2,3
elev,1,1
eleven,13,16
eleventh,3,3
elevenwidow,1,1
elf,3,3
elflock,1,1
eli,5,6
elinor,1,1
elizabeth,5,6
ell,3,3
ellen,1,1
elm,2,2
eloqu,12,12
eloquenttongu,1,1
els,231,323
else,22,24
elsebetideth,1,1
elsebut,6,6
elsehad,1,1
elsein,1,1
elsemak,1,1
elsepawn,1,1
elsesav,1,1
elsethat,2,2
elsethi,2,2
elsethou,1,1
elseto,2,2
elsetriumph,1,1
elsew,1,1
elsewher,5,5
elsewould,1,1
elsinor,2,4
eltham,2,3
elv,5,6
elvish,1,1
elysium,5,5
elysiumand,1,1
em,68,153
ema,1,1
emal,1,1
emand,1,1
emat,1,1
embal,1,1
embalm,2,2
embark,7,7
embarquement,1,1
embassad,1,1
embassag,3,3
embassagefrom,1,1
embassi,10,11
embassyth,1,1
embassyto,1,1
embattail,1,1
embattl,1,1
embattlebi,1,1
embay,1,1
ember,2,2
emblaz,1,1
emblemslaid,1,1
embolden,1,1
emboss,5,5
embound,1,1
embowel,2,4
embrac,65,77
embrace,5,5
embracedtogeth,1,1
embracehi,1,1
embraceth,1,1
embracethi,1,1
embraceyour,1,1
embrasur,1,1
embrew,1,1
embroid,1,1
embut,1,1
emfor,1,1
emilia,8,17
emin,10,10
eminto,1,1
emmanuel,1,1
emmenc,1,1
emmewa,1,1
emo,1,1
empale,1,1
emperi,5,7
emperor,36,91
emperorand,2,2
emperorcontinu,1,1
emperorfor,1,1
emperorhow,2,2
emperorpaid,1,1
emperorsend,1,1
emperorto,1,1
emperorwhich,1,1
emperorwith,1,1
emperyo,1,1
emphasi,2,2
empir,12,13
empireup,1,1
empiricut,1,1
employ,61,66
employmentwil,1,1
empoison,2,2
empress,20,49
empressbeg,1,1
empti,44,50
emptier,1,1
emptyand,1,1
emptyfrom,1,1
emptyold,1,1
emptyvessel,1,1
emtalk,1,1
emthat,1,1
emthought,1,1
emul,12,14
emulationhath,1,1
emwallet,1,1
en,93,124
ena,1,1
enact,6,7
enactmi,1,1
enactur,1,1
enamel,2,2
enamour,5,5
enamouredon,1,1
enand,1,1
enbais,1,1
encamp,5,5
encav,1,1
enceladus,1,1
encertain,1,1
encertainti,1,1
enchaf,2,2
enchant,15,16
enchantress,1,1
enchase,1,1
encircl,1,1
enclos,5,6
enclose,1,1
encloseth,1,1
encloud,1,1
encompass,6,6
encompasseth,1,1
encore,1,1
encount,58,59
encounter,1,1
encountera,1,1
encounteracknowledg,1,1
encounteringth,1,1
encounterof,1,1
encounterthat,1,1
encourag,5,5
encroach,1,1
encumb,1,1
end,212,310
enda,2,2
endaft,1,1
endamag,3,3
endangerhi,1,1
endart,1,1
endassembl,1,1
endavour,1,1
endcan,1,1
endear,5,5
endeavor,3,4
endeavour,16,17
endeavourshav,1,1
endedbi,1,1
endhi,1,1
endi,2,2
ending,1,1
endlament,1,1
endless,5,6
endmust,1,1
endof,1,1
endon,1,1
endor,1,1
endow,8,8
endowmentshad,1,1
endsa,1,1
endsand,1,1
endshav,1,1
endsmay,1,1
endsof,2,2
endsthan,1,1
endsyou,1,1
endth,2,2
endthat,1,1
endtheir,1,1
endto,1,1
endu,3,3
endur,59,73
endurehazard,1,1
endureit,1,1
endurenot,1,1
endureour,1,1
endurest,1,1
endureth,2,2
enduretheir,1,1
endurethi,1,1
endureto,2,2
endureyour,1,1
endwa,1,1
endwher,1,1
endymionand,1,1
enemi,155,244
enemiesand,1,1
enemiesbrought,1,1
enemieshav,1,1
enemiesthan,1,1
enemya,1,1
enemybut,1,1
enemyi,1,1
enemyin,1,1
enemymeasur,1,1
enemyshal,1,1
enemythat,2,2
enemyto,1,1
enemywith,1,1
enfeebl,3,3
enfeoff,1,1
enfett,1,1
enfold,3,3
enforc,49,56
enforcedth,1,1
enforcedto,1,1
enforcest,1,1
enforceth,1,1
enforcethi,1,1
enfranch,1,1
enfranchis,13,14
enfre,1,1
enfreedom,1,1
engag,16,17
engage,3,4
engagedto,1,1
engaol,1,1
engend,9,10
engender,1,1
engild,1,1
engin,10,10
engineerhoist,1,1
enginenot,1,1
engirt,2,2
england,122,288
englanda,1,1
englandadd,1,1
englandand,1,1
englandbut,1,1
englandcan,1,1
englanddo,1,1
englandhad,1,1
englandthat,1,1
englandwer,1,1
englandwhat,1,1
englandyou,1,1
english,70,124
englishhav,1,1
englishman,10,10
englishmen,4,5
englishthus,1,1
englishupon,1,1
englishwoman,1,1
englut,3,3
engraffedcondit,1,1
engrav,2,2
engraveedward,1,1
engross,5,6
enguard,1,1
enhi,1,1
enigma,2,3
enigmat,1,1
enjoin,8,9
enjoineth,1,1
enjoy,47,55
enjoya,1,1
enjoyat,1,1
enjoythat,1,1
enkindl,6,6
enlard,1,1
enlarg,13,14
enlargeda,1,1
enmesh,1,1
enmi,1,1
enmiti,17,18
enmityund,1,1
enmitywith,1,1
ennobl,1,1
enobarbi,1,1
enobarbus,9,18
enoint,1,1
enorm,2,2
enough,184,263
enoughand,1,1
enoughcleopatra,1,1
enoughconsid,1,1
enoughfor,1,1
enoughhav,1,1
enoughmay,1,1
enoughthat,1,1
enoughto,8,10
enoughupon,1,1
enoughwhat,1,1
enow,7,7
enowto,2,2
enpierc,1,1
enrag,14,15
enragedaffect,1,1
enrageth,1,1
enrank,1,1
enraptto,1,1
enrich,17,17
enridg,1,1
enrobe,1,1
enrol,6,8
enroot,1,1
enround,1,1
enschedul,1,1
enseam,1,1
ensear,1,1
enseign,1,1
enseignez,1,1
enshelt,1,1
enshield,1,1
ensign,6,6
ensigntwo,1,1
enski,1,1
ensnar,1,1
ensnareth,1,1
ensteep,1,1
ensu,21,23
ensue,1,1
ensuesi,1,1
ensuesom,1,1
entail,1,1
entailth,1,1
entangl,1,1
entangledbi,1,1
entanglesitself,1,1
entendr,1,1
enter,84,107
enterand,1,1
enteringinto,1,1
entermi,1,1
enterpris,22,28
enterpriseand,1,1
enterprisemor,1,1
enterpriseof,1,1
enterprisesdiscomfit,1,1
enterprisethat,1,1
entertain,57,66
entertainedamongst,1,1
entertainmenth,1,1
entertainmentmay,1,1
entertainmentmi,1,1
entertainmentof,1,1
entertainmentwith,3,3
entertainsuch,1,1
entertainwith,1,1
enterwher,1,1
enth,1,1
enthral,5,5
enthron,4,4
enthrone,1,1
entic,5,5
enticeth,1,1
entir,11,11
entirelylov,1,1
entireupon,1,1
entitl,4,4
ento,1,1
entomb,4,4
entoo,1,1
entr,1,1
entrail,7,8
entrailsthat,1,1
entranc,18,19
entrancedabov,1,1
entrap,3,4
entrapp,1,1
entreasuredwith,1,1
entreat,87,120
entreatan,1,1
entreatedto,1,1
entreati,14,16
entreatiesof,1,1
entreatieswil,1,1
entreatsthat,1,1
entreatthou,1,1
entreatyand,1,1
entreatyour,2,2
entri,1,1
entwist,1,1
envelop,1,1
envenom,4,5
envenomedshal,1,1
envi,46,55
envious,27,31
environ,7,7
envoy,1,16
envysay,1,1
envyshal,1,1
envythat,1,1
envywa,1,1
enwheel,1,1
enwrap,1,1
eo,1,1
ephesian,1,1
ephesus,4,5
ephesusturn,1,1
epicur,3,3
